kk,kv,s,sv,c1,c1v,c2,c2v,g,gv,d1,d1v,d1p,d1pp,d2,d2v,d2p,d2pp,d3,d3v,d3p,d3pp,s1,s1v,s1p,s1pp,s2,s2v,s2p,s2pp,s3,s3v,s3p,s3pp,s4,s4v,s4p,s4pp,s5,s5v,s5p,s5pp,s6,s6v,s6p,s6pp,s7,s7v,s7p,s7pp,s8,s8v,s8p,s8pp,sett,oc,ocv,ocp1,ocp2,gc,gcv,gcp1,gcp2,go,gov,gop1,gop2,on,onv,onp1,onp2,br,brv,brpi,brp1,brp2
0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0.00,1,1.00,0.63,100.00,0,1.00,1.00,100.00,1,1.00,0.26,1.00,0,1.00,1.00,100.00,0,1.00,1.00,100.00,0,1.00,1.00,100.00,0,1.00,1.00,100.00,0,1.00,1.00,100.00,120.00,0,1.00,1.00,1.00,0,1.00,1.00,1.00,0,1.00,1.00,1.00,0,1.00,1.00,1.00,0,1.00,1.00,1.00,1.00
0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0.00,1,1.00,1.00,100.00,0,1.00,1.00,100.00,0,1.00,1.00,100.00,0,1.00,1.00,100.00,0,1.00,1.00,100.00,0,1.00,1.00,100.00,0,1.00,1.00,100.00,0,1.00,1.00,100.00,0.00,0,1.00,1.00,1.00,0,1.00,1.00,1.00,0,1.00,1.00,1.00,0,1.00,1.00,1.00,0,1.00,1.00,1.00,1.00
0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0.00,1,1.00,1.00,100.00,0,1.00,1.00,100.00,1,1.00,1.00,100.00,0,1.00,1.00,100.00,0,1.00,1.00,100.00,0,1.00,1.00,100.00,0,1.00,1.00,100.00,0,1.00,1.00,100.00,0.00,0,1.00,1.00,1.00,0,1.00,1.00,1.00,0,1.00,1.00,1.00,0,1.00,1.00,1.00,0,1.00,1.00,1.00,1.00
0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0.00,0,1.00,1.00,100.00,0,1.00,1.00,100.00,0,1.00,1.00,100.00,0,1.00,1.00,100.00,0,1.00,1.00,100.00,0,1.00,1.00,100.00,0,1.00,1.00,100.00,0,1.00,1.00,100.00,0.00,0,1.00,1.00,1.00,0,1.00,1.00,1.00,0,1.00,1.00,1.00,0,1.00,1.00,1.00,0,1.00,1.00,1.00,1.00
0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0.00,0,1.00,1.00,100.00,1,1.00,1.00,100.00,1,1.00,1.00,100.00,0,1.00,1.00,100.00,0,1.00,1.00,100.00,0,1.00,1.00,100.00,0,1.00,1.00,100.00,0,1.00,1.00,100.00,0.00,0,1.00,1.00,1.00,0,1.00,1.00,1.00,0,1.00,1.00,1.00,0,1.00,1.00,1.00,0,1.00,1.00,1.00,1.00
0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0.00,0,1.00,1.00,100.00,1,1.00,1.00,100.00,0,1.00,1.00,100.00,0,1.00,1.00,100.00,0,1.00,1.00,100.00,0,1.00,1.00,100.00,0,1.00,1.00,100.00,0,1.00,1.00,100.00,0.00,0,1.00,1.00,1.00,0,1.00,1.00,1.00,0,1.00,1.00,1.00,0,1.00,1.00,1.00,0,1.00,1.00,1.00,1.00
0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0.00,0,1.00,1.00,100.00,0,1.00,1.00,100.00,1,1.00,1.00,100.00,0,1.00,1.00,100.00,0,1.00,1.00,100.00,0,1.00,1.00,100.00,0,1.00,1.00,100.00,0,1.00,1.00,100.00,0.00,0,1.00,1.00,1.00,0,1.00,1.00,1.00,0,1.00,1.00,1.00,0,1.00,1.00,1.00,0,1.00,1.00,1.00,1.00
0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0.00,0,1.00,1.00,100.00,0,1.00,1.00,100.00,0,1.00,1.00,100.00,0,1.00,1.00,100.00,0,1.00,1.00,100.00,0,1.00,1.00,100.00,0,1.00,1.00,100.00,0,1.00,1.00,100.00,0.00,0,1.00,1.00,1.00,0,1.00,1.00,1.00,0,1.00,1.00,1.00,0,1.00,1.00,1.00,0,1.00,1.00,1.00,1.00
0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0.00,0,1.00,1.00,100.00,0,1.00,1.00,100.00,1,1.00,1.00,100.00,0,1.00,1.00,100.00,0,1.00,1.00,100.00,0,1.00,1.00,100.00,0,1.00,1.00,100.00,0,1.00,1.00,100.00,0.00,0,1.00,1.00,1.00,0,1.00,1.00,1.00,0,1.00,1.00,1.00,0,1.00,1.00,1.00,0,1.00,1.00,1.00,1.00
0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0.00,0,1.00,1.00,100.00,0,1.00,1.00,100.00,0,1.00,1.00,100.00,0,1.00,1.00,100.00,0,1.00,1.00,100.00,0,1.00,1.00,100.00,0,1.00,1.00,100.00,0,1.00,1.00,100.00,0.00,0,1.00,1.00,1.00,0,1.00,1.00,1.00,0,1.00,1.00,1.00,0,1.00,1.00,1.00,0,1.00,1.00,1.00,1.00
